invoice_no,vendor,company_id,base_amount,gst_rate,gst_amount,total_amount,day_of_week,hour,month,is_weekend,is_late_hour,is_round_amount,vendor_transaction_count,vendor_avg_amount,amount_deviation_ratio,gst_mismatch,amount_to_gst_ratio,is_fraud
INV-003743,LegitVendor_074,COMP_043,67308.91,12,8077.07,75385.98,2,20,11,0,1,0,48,57704.65,0.3064,0,8.3323,0
INV-003744,LegitVendor_073,COMP_020,3163.45,18,569.42,3732.87,4,20,9,0,1,0,40,39510.06,0.9055,0,5.5458,0
INV-003745,LegitVendor_079,COMP_046,11703.62,18,2106.65,13810.28,4,20,10,0,1,0,29,26963.89,0.4878,0,5.5529,0
INV-003746,LegitVendor_028,COMP_019,35226.08,5,1761.3,36987.38,6,20,6,1,1,0,45,52599.69,0.2968,0,19.9887,0
INV-003747,SuspiciousVendor_016,COMP_029,250000.0,28,70000.0,320000.0,3,20,10,0,1,1,36,123382.83,1.5935,0,3.5714,1
INV-003748,LegitVendor_049,COMP_033,10041.45,12,1204.97,11246.42,5,20,5,1,1,0,36,37702.83,0.7017,0,8.3264,0
INV-003749,LegitVendor_048,COMP_043,51345.89,5,2567.29,53913.19,4,20,11,0,1,0,33,47022.95,0.1465,0,19.9922,0
INV-003750,LegitVendor_078,COMP_035,53014.01,12,6361.68,59375.69,4,20,11,0,1,0,40,55239.59,0.0749,0,8.332,0
INV-003751,SuspiciousVendor_013,COMP_022,150000.0,12,18000.0,168000.0,0,20,8,0,1,1,29,116811.46,0.4382,0,8.3329,1
INV-003752,LegitVendor_039,COMP_026,32270.42,28,9035.72,41306.14,6,20,2,1,1,0,39,54814.64,0.2464,0,3.571,0
INV-003753,LegitVendor_001,COMP_006,14849.48,18,2672.91,17522.39,3,20,1,0,1,0,33,51925.3,0.6625,0,5.5535,0
INV-003754,LegitVendor_076,COMP_017,17795.35,18,3203.16,20998.51,3,20,6,0,1,0,48,51361.14,0.5911,0,5.5538,0
INV-003755,LegitVendor_027,COMP_023,58528.79,18,10535.18,69063.97,4,20,4,0,1,0,40,58229.94,0.1861,0,5.555,0
INV-003756,SuspiciousVendor_001,COMP_006,250000.0,18,45000.0,295000.0,3,22,7,0,1,1,24,127725.07,1.3096,0,5.5554,1
INV-003757,LegitVendor_060,COMP_012,59733.34,18,10752.0,70485.34,3,20,3,0,1,0,49,66535.79,0.0594,0,5.555,0
INV-003758,LegitVendor_012,COMP_018,500000.0,18,90000.0,590000.0,2,20,7,0,1,1,52,58666.1,9.0568,0,5.5555,0
INV-003759,LegitVendor_022,COMP_009,21040.33,12,2524.84,23565.17,5,20,4,1,1,0,39,39329.06,0.4008,0,8.33,0
INV-003760,LegitVendor_023,COMP_025,55367.07,28,15502.78,70869.85,1,20,10,0,1,0,35,54326.59,0.3045,0,3.5712,0
INV-003761,LegitVendor_049,COMP_012,9257.97,12,1110.96,10368.92,4,20,9,0,1,0,37,36964.08,0.7195,0,8.3258,0
INV-003762,LegitVendor_040,COMP_014,10999.65,12,1319.96,12319.61,6,20,2,1,1,0,29,54990.64,0.776,0,8.327,0
INV-003763,LegitVendor_029,COMP_015,16461.79,18,2963.12,19424.91,1,20,6,0,1,0,41,37155.51,0.4772,0,5.5537,0
INV-003764,LegitVendor_060,COMP_025,23565.9,12,2827.91,26393.81,1,20,1,0,1,0,50,65732.95,0.5985,0,8.3304,0
INV-003765,LegitVendor_062,COMP_044,8354.42,18,1503.8,9858.22,4,20,1,0,1,0,48,45452.36,0.7831,0,5.5519,0
INV-003766,LegitVendor_032,COMP_005,13406.96,5,670.35,14077.31,6,20,12,1,1,0,41,50542.21,0.7215,0,19.9702,0
INV-003767,LegitVendor_036,COMP_033,7974.45,12,956.93,8931.39,1,20,4,0,1,0,41,60289.76,0.8518,0,8.3246,0
INV-003768,LegitVendor_060,COMP_024,6650.45,18,1197.08,7847.53,3,20,6,0,1,0,51,64597.94,0.8785,0,5.5509,0
INV-003769,LegitVendor_046,COMP_019,14353.35,18,2583.6,16936.95,5,20,9,1,1,0,38,43381.43,0.6096,0,5.5534,0
INV-003770,SuspiciousVendor_014,COMP_004,72240.52,28,20227.35,9921.71,0,20,2,0,1,0,25,124716.81,0.9204,0,3.5713,1
INV-003771,LegitVendor_057,COMP_022,48055.12,18,8649.92,56705.04,3,20,6,0,1,0,42,47361.5,0.1973,0,5.5549,0
INV-003772,LegitVendor_012,COMP_030,16123.97,12,1934.88,18058.84,5,20,7,1,1,0,53,57899.93,0.6881,0,8.329,0
INV-003773,LegitVendor_031,COMP_000,8008.03,18,1441.45,9449.47,5,20,7,1,1,0,34,54959.9,0.8281,0,5.5517,0
INV-003774,LegitVendor_079,COMP_033,26864.98,18,4835.7,31700.68,2,20,4,0,1,0,30,27121.79,0.1688,0,5.5544,0
INV-003775,LegitVendor_069,COMP_043,252270.62,18,45408.71,297679.33,0,20,1,0,1,0,36,59369.09,4.014,0,5.5554,0
INV-003776,LegitVendor_044,COMP_017,49548.86,28,13873.68,63422.55,0,20,7,0,1,0,37,45566.39,0.3919,0,3.5712,0
INV-003777,LegitVendor_000,COMP_024,26225.35,18,4720.56,30945.91,5,20,4,1,1,0,33,49387.06,0.3734,0,5.5544,0
INV-003778,LegitVendor_032,COMP_008,22142.84,18,3985.71,26128.55,1,20,8,0,1,0,42,49960.93,0.477,0,5.5542,0
INV-003779,LegitVendor_065,COMP_034,15518.39,5,775.92,16294.3,5,20,9,1,1,0,40,50699.12,0.6786,0,19.9743,0
INV-003780,LegitVendor_056,COMP_018,72099.52,5,3604.98,75704.5,2,20,1,0,1,0,38,30868.71,1.4524,0,19.9945,0
INV-003781,LegitVendor_066,COMP_018,38290.1,12,4594.81,42884.91,6,20,12,1,1,0,27,46179.61,0.0713,0,8.3315,0
INV-003782,LegitVendor_069,COMP_037,13738.11,18,2472.86,16210.97,3,20,12,0,1,0,37,58202.65,0.7215,0,5.5533,0
INV-003783,LegitVendor_064,COMP_038,273402.02,18,49212.36,322614.38,0,20,8,0,1,0,35,55758.45,4.7858,0,5.5554,0
INV-003784,LegitVendor_062,COMP_007,10798.24,12,1295.79,12094.03,3,20,2,0,1,0,49,44771.58,0.7299,0,8.3269,0
INV-003785,LegitVendor_062,COMP_012,77291.23,18,13912.42,91203.65,6,20,5,1,1,0,50,45700.22,0.9957,0,5.5552,0
INV-003786,LegitVendor_054,COMP_028,212295.2,18,38213.14,250508.34,1,20,4,0,1,0,33,41669.47,5.0117,0,5.5554,0
INV-003787,LegitVendor_078,COMP_037,122794.42,28,34382.44,157176.86,3,20,2,0,1,0,41,57725.87,1.7228,0,3.5713,0
INV-003788,LegitVendor_016,COMP_023,12697.93,5,634.9,13332.83,1,20,7,0,1,0,46,54132.46,0.7537,0,19.9685,0
INV-003789,LegitVendor_077,COMP_039,2700.65,18,486.12,3186.76,4,20,11,0,1,0,42,45688.68,0.9302,0,5.5442,0
INV-003790,LegitVendor_021,COMP_042,84899.56,18,15281.92,100181.49,6,20,4,1,1,0,39,58071.08,0.7251,0,5.5552,0
INV-003791,LegitVendor_073,COMP_015,12215.79,12,1465.89,13681.68,5,20,11,1,1,0,41,38880.1,0.6481,0,8.3277,0
INV-003792,LegitVendor_013,COMP_017,31553.02,18,5679.54,37232.56,2,20,11,0,1,0,39,41053.63,0.0931,0,5.5546,0
INV-003793,LegitVendor_016,COMP_017,13808.48,18,2485.53,16294.0,3,20,11,0,1,0,47,53327.39,0.6944,0,5.5533,0
INV-003794,LegitVendor_032,COMP_022,241683.13,12,29001.98,270685.11,3,20,7,0,1,0,43,55094.05,3.9131,0,8.333,0
INV-003795,LegitVendor_010,COMP_017,86173.3,18,15511.19,101684.5,5,20,5,1,1,0,31,47259.7,1.1516,0,5.5552,0
INV-003796,LegitVendor_046,COMP_032,61019.4,12,7322.33,68341.73,3,20,12,0,1,0,39,44021.44,0.5525,0,8.3322,0
INV-003797,LegitVendor_058,COMP_010,42858.87,12,5143.06,48001.94,0,20,12,0,1,0,40,38688.71,0.2407,0,8.3317,0
INV-003798,LegitVendor_062,COMP_002,6124.16,18,1102.35,7226.51,2,20,7,0,1,0,51,44945.84,0.8392,0,5.5505,0
INV-003799,LegitVendor_018,COMP_021,66469.81,5,3323.49,69793.3,4,20,4,0,1,0,50,50041.15,0.3947,0,19.994,0
INV-003800,SuspiciousVendor_010,COMP_034,50000.0,18,9000.0,59000.0,1,22,8,0,1,1,28,112296.98,0.4746,0,5.5549,1
INV-003801,LegitVendor_036,COMP_013,17154.75,18,3087.85,20242.6,3,20,2,0,1,0,42,59336.26,0.6588,0,5.5538,0
INV-003802,LegitVendor_006,COMP_001,67248.9,18,12104.8,79353.7,2,20,12,0,1,0,37,40181.35,0.9749,0,5.5551,0
INV-003803,SuspiciousVendor_018,COMP_042,150000.0,18,27000.0,177000.0,0,22,1,0,1,1,32,81591.46,1.1693,0,5.5553,1
INV-003804,LegitVendor_029,COMP_008,22383.03,5,1119.15,23502.18,6,20,3,1,1,0,42,36830.43,0.3619,0,19.9821,0
INV-003805,LegitVendor_021,COMP_017,2036.63,12,244.4,2281.02,2,20,7,0,1,0,40,56676.33,0.9597,0,8.2994,0
INV-003806,LegitVendor_062,COMP_030,16115.82,18,2900.85,19016.67,3,20,5,0,1,0,52,44447.2,0.5721,0,5.5536,0
INV-003807,LegitVendor_019,COMP_048,30049.57,12,3605.95,33655.52,2,20,11,0,1,0,31,41719.69,0.1933,0,8.331,0
INV-003808,LegitVendor_005,COMP_000,68923.29,18,12406.19,81329.48,1,20,10,0,1,0,48,58259.92,0.396,0,5.5551,0
INV-003809,LegitVendor_019,COMP_015,2386.24,18,429.52,2815.77,1,20,8,0,1,0,32,40503.94,0.9305,0,5.5427,0
INV-003810,LegitVendor_009,COMP_045,4732.27,5,236.61,4968.88,1,20,7,0,1,0,51,37131.23,0.8662,0,19.9158,0
INV-003811,LegitVendor_022,COMP_008,4861.06,5,243.05,5104.12,0,20,6,0,1,0,40,38473.44,0.8673,0,19.9181,0
INV-003812,LegitVendor_058,COMP_044,78519.24,18,14133.46,92652.7,3,20,10,0,1,0,41,40004.9,1.316,0,5.5552,0
INV-003813,LegitVendor_024,COMP_022,14014.8,18,2522.66,16537.47,1,20,12,0,1,0,46,70739.62,0.7662,0,5.5534,0
INV-003814,SuspiciousVendor_013,COMP_008,100000.0,28,28000.0,128000.0,2,20,8,0,1,1,30,117184.41,0.0923,0,3.5713,1
INV-003815,LegitVendor_066,COMP_045,3752.06,18,675.37,4427.43,0,20,9,0,1,0,28,44688.46,0.9009,0,5.5473,0
INV-003816,LegitVendor_062,COMP_043,54686.36,12,6562.36,61248.72,1,20,10,0,1,0,53,44764.21,0.3682,0,8.3321,0
INV-003817,LegitVendor_017,COMP_013,6716.64,5,335.83,7052.47,3,20,10,0,1,0,41,60855.97,0.8841,0,19.9406,0
INV-003818,LegitVendor_036,COMP_044,84738.51,5,4236.93,88975.44,4,20,5,0,1,0,43,60025.54,0.4823,0,19.9953,0
INV-003819,LegitVendor_073,COMP_026,48699.43,28,13635.84,62335.27,6,20,4,1,1,0,42,39438.56,0.5806,0,3.5712,0
INV-003820,LegitVendor_047,COMP_031,88927.53,12,10671.3,99598.83,0,20,6,0,1,0,47,45597.37,1.1843,0,8.3326,0
INV-003821,LegitVendor_050,COMP_010,10468.8,18,1884.38,12353.18,3,20,11,0,1,0,37,47964.89,0.7424,0,5.5526,0
INV-003822,SuspiciousVendor_012,COMP_022,200000.0,5,10000.0,210000.0,0,20,3,0,1,1,28,136892.04,0.5341,0,19.998,1
INV-003823,LegitVendor_029,COMP_026,137407.93,18,24733.43,162141.36,6,20,11,1,1,0,43,39744.64,3.0795,0,5.5553,0
INV-003824,LegitVendor_066,COMP_023,136166.21,12,16339.95,152506.16,2,20,2,0,1,0,29,48406.31,2.1505,0,8.3328,0
INV-003825,LegitVendor_070,COMP_029,17977.74,18,3235.99,21213.73,2,20,1,0,1,0,44,46905.38,0.5477,0,5.5538,0
INV-003826,LegitVendor_027,COMP_040,35164.69,12,4219.76,39384.45,5,20,3,1,1,0,41,57770.29,0.3183,0,8.3314,0
INV-003827,LegitVendor_071,COMP_018,113163.64,18,20369.46,133533.1,6,20,9,1,1,0,36,52227.47,1.5567,0,5.5553,0
INV-003828,LegitVendor_019,COMP_001,22192.46,12,2663.1,24855.55,2,20,4,0,1,0,33,40029.75,0.3791,0,8.3302,0
INV-003829,LegitVendor_035,COMP_036,386811.99,12,46417.44,433229.43,4,20,5,0,1,0,47,66235.21,5.5407,0,8.3332,0
INV-003830,LegitVendor_030,COMP_012,15694.44,12,1883.33,17577.77,3,20,10,0,1,0,45,31855.18,0.4482,0,8.3289,0
INV-003831,LegitVendor_066,COMP_002,203740.21,18,36673.24,240413.45,4,20,11,0,1,0,30,54806.55,3.3865,0,5.5554,0
INV-003832,LegitVendor_043,COMP_044,1000.0,18,180.0,1180.0,4,20,6,0,1,0,44,42873.29,0.9725,0,5.5249,0
INV-003833,LegitVendor_034,COMP_013,27248.58,12,3269.83,30518.41,1,20,11,0,1,0,39,54745.32,0.4425,0,8.3308,0
INV-003834,LegitVendor_023,COMP_046,21998.17,28,6159.49,28157.66,1,20,8,0,1,0,36,53599.68,0.4747,0,3.5708,0
INV-003835,LegitVendor_025,COMP_026,17022.22,12,2042.67,19064.89,0,20,5,0,1,0,52,56747.19,0.664,0,8.3293,0
INV-003836,SuspiciousVendor_014,COMP_004,250000.0,28,70000.0,240414.19,0,20,5,0,1,1,26,129166.71,0.8613,0,3.5714,1
INV-003837,LegitVendor_036,COMP_018,3658.62,18,658.55,4317.17,4,20,10,0,1,0,44,58759.44,0.9265,0,5.5471,0
INV-003838,LegitVendor_078,COMP_002,5133.51,12,616.02,5749.53,0,20,2,0,1,0,42,56488.34,0.8982,0,8.3198,0
INV-003839,SuspiciousVendor_002,COMP_039,200000.0,18,36000.0,236000.0,3,22,8,0,1,1,30,134756.05,0.7513,0,5.5554,1
INV-003840,LegitVendor_007,COMP_034,62089.15,18,11176.05,73265.2,0,20,7,0,1,0,33,47912.46,0.5291,0,5.5551,0
INV-003841,LegitVendor_047,COMP_010,9195.41,12,1103.45,10298.86,3,20,3,0,1,0,48,44861.98,0.7704,0,8.3258,0
INV-003842,LegitVendor_024,COMP_006,14387.2,12,1726.46,16113.67,1,20,9,0,1,0,47,69577.37,0.7684,0,8.3285,0
INV-003843,LegitVendor_012,COMP_004,8657.74,12,1038.93,9696.67,6,20,12,1,1,0,54,57007.27,0.8299,0,8.3253,0
INV-003844,LegitVendor_073,COMP_001,4798.31,12,575.8,5374.11,5,20,6,1,1,0,43,38646.36,0.8609,0,8.3189,0
INV-003845,LegitVendor_034,COMP_019,100991.86,18,18178.53,119170.39,1,20,3,0,1,0,40,56355.95,1.1146,0,5.5552,0
INV-003846,LegitVendor_066,COMP_033,31129.84,12,3735.58,34865.42,4,20,4,0,1,0,31,54163.28,0.3563,0,8.3311,0
INV-003847,LegitVendor_038,COMP_001,24798.94,18,4463.81,29262.75,2,20,2,0,1,0,48,49059.2,0.4035,0,5.5543,0
INV-003848,LegitVendor_048,COMP_004,11230.36,18,2021.46,13251.82,2,20,8,0,1,0,34,46029.68,0.7121,0,5.5528,0
INV-003849,LegitVendor_004,COMP_039,8953.13,12,1074.38,10027.51,3,20,6,0,1,0,38,36671.24,0.7265,0,8.3256,0
INV-003850,LegitVendor_049,COMP_039,96623.65,18,17392.26,114015.9,1,20,4,0,1,0,38,38991.76,1.9241,0,5.5552,0
INV-003851,LegitVendor_009,COMP_000,1802.89,18,324.52,2127.41,4,20,2,0,1,0,52,36458.08,0.9416,0,5.5385,0
INV-003852,LegitVendor_062,COMP_025,110072.4,28,30820.27,140892.67,4,20,7,0,1,0,54,46544.37,2.027,0,3.5713,0
INV-003853,LegitVendor_010,COMP_032,190162.02,18,34229.16,224391.18,6,20,12,1,1,0,32,52795.06,3.2502,0,5.5554,0
INV-003854,LegitVendor_059,COMP_017,141240.55,12,16948.87,158189.41,5,20,8,1,1,0,37,77954.89,1.0292,0,8.3328,0
INV-003855,LegitVendor_053,COMP_015,8273.16,5,413.66,8686.82,6,20,3,1,1,0,44,48853.64,0.8222,0,19.9518,0
INV-003856,SuspiciousVendor_010,COMP_035,100000.0,5,5000.0,105000.0,5,20,1,1,1,1,29,112045.36,0.0629,0,19.996,1
INV-003857,SuspiciousVendor_013,COMP_044,16752.29,18,3015.41,140908.29,6,20,8,1,1,0,31,117949.7,0.1946,0,5.5537,1
INV-003858,LegitVendor_044,COMP_028,2554.9,5,127.75,2682.65,5,20,5,1,1,0,38,44437.87,0.9396,0,19.8447,0
INV-003859,LegitVendor_021,COMP_004,7448.0,28,2085.44,9533.44,1,20,7,0,1,0,41,55526.5,0.8283,0,3.5697,0
INV-003860,LegitVendor_062,COMP_019,33067.74,18,5952.19,39019.93,5,20,3,1,1,0,55,46407.56,0.1592,0,5.5546,0
INV-003861,LegitVendor_061,COMP_008,27788.75,5,1389.44,29178.18,0,20,4,0,1,0,44,41138.22,0.2907,0,19.9856,0
INV-003862,LegitVendor_051,COMP_031,54753.42,12,6570.41,61323.83,4,20,3,0,1,0,50,62735.3,0.0225,0,8.3321,0
INV-003863,LegitVendor_014,COMP_005,17727.88,12,2127.35,19855.22,2,20,9,0,1,0,44,56405.31,0.648,0,8.3294,0
INV-003864,LegitVendor_072,COMP_027,20599.33,12,2471.92,23071.26,1,20,5,0,1,0,41,52925.56,0.5641,0,8.33,0
INV-003865,LegitVendor_079,COMP_005,60411.61,12,7249.39,67661.0,1,20,8,0,1,0,31,28429.5,1.3799,0,8.3322,0
INV-003866,LegitVendor_064,COMP_037,47411.01,18,8533.98,55944.99,4,20,8,0,1,0,36,55763.64,0.0033,0,5.5549,0
INV-003867,LegitVendor_071,COMP_005,6882.7,12,825.92,7708.62,5,20,6,1,1,0,37,51024.25,0.8489,0,8.3233,0
INV-003868,LegitVendor_058,COMP_007,237029.06,28,66368.14,303397.2,6,20,9,1,1,0,42,46276.15,5.5561,0,3.5714,0
INV-003869,LegitVendor_060,COMP_048,27539.99,12,3304.8,30844.79,4,20,4,0,1,0,52,63948.84,0.5177,0,8.3308,0
INV-003870,LegitVendor_003,COMP_011,62618.86,12,7514.26,70133.12,6,20,5,1,1,0,36,68637.83,0.0218,0,8.3322,0
INV-003871,SuspiciousVendor_016,COMP_028,86561.68,5,4328.08,90889.76,5,20,8,1,1,0,37,122504.64,0.2581,0,19.9954,1
INV-003872,LegitVendor_054,COMP_024,8830.4,18,1589.47,10419.88,2,20,2,0,1,0,34,40750.37,0.7443,0,5.5521,0
INV-003873,LegitVendor_012,COMP_014,23502.66,5,1175.13,24677.8,2,20,8,0,1,0,55,56419.47,0.5626,0,19.983,0
INV-003874,SuspiciousVendor_008,COMP_008,150000.0,5,7500.0,157500.0,4,20,4,0,1,1,25,139043.76,0.1327,0,19.9973,1
INV-003875,SuspiciousVendor_018,COMP_017,51430.05,5,2571.5,54001.55,5,20,8,1,1,0,33,80755.4,0.3313,0,19.9922,1
INV-003876,SuspiciousVendor_015,COMP_019,9644.21,12,1157.31,10801.52,6,20,2,1,1,0,37,120187.56,0.9101,0,8.3261,1
INV-003877,LegitVendor_022,COMP_012,6737.13,5,336.86,7073.98,3,20,11,0,1,0,41,37707.6,0.8124,0,19.9408,0
INV-003878,LegitVendor_035,COMP_014,7508.92,18,1351.61,8860.53,2,20,7,0,1,0,48,65039.91,0.8638,0,5.5514,0
INV-003879,LegitVendor_026,COMP_023,248131.98,18,44663.76,292795.74,3,20,10,0,1,0,32,58488.65,4.006,0,5.5554,0
INV-003880,LegitVendor_060,COMP_043,5296.91,5,264.85,5561.75,1,20,5,0,1,0,53,62847.2,0.9115,0,19.9248,0
INV-003881,LegitVendor_054,COMP_000,81919.14,18,14745.45,96664.59,1,20,10,0,1,0,35,42347.91,1.2826,0,5.5552,0
INV-003882,LegitVendor_077,COMP_018,85768.81,12,10292.26,96061.06,1,20,9,0,1,0,43,46860.13,1.0499,0,8.3325,0
INV-003883,SuspiciousVendor_017,COMP_047,31428.98,18,5657.22,37086.2,5,22,8,1,1,0,27,102460.26,0.638,0,5.5546,1
INV-003884,SuspiciousVendor_014,COMP_031,96091.81,28,26905.71,122997.51,1,20,12,0,1,0,27,128938.22,0.0461,0,3.5713,1
INV-003885,LegitVendor_027,COMP_000,11700.74,28,3276.21,14976.95,5,20,5,1,1,0,42,56751.4,0.7361,0,3.5703,0
INV-003886,LegitVendor_065,COMP_012,83771.86,12,10052.62,93824.48,2,20,12,0,1,0,41,51750.96,0.813,0,8.3325,0
INV-003887,LegitVendor_005,COMP_003,7513.61,12,901.63,8415.24,6,20,7,1,1,0,49,57242.68,0.853,0,8.3241,0
INV-003888,LegitVendor_059,COMP_003,9012.97,18,1622.34,10635.31,3,20,6,0,1,0,38,76183.32,0.8604,0,5.5521,0
INV-003889,LegitVendor_030,COMP_041,5025.29,12,603.03,5628.32,2,20,2,0,1,0,46,31285.03,0.8201,0,8.3195,0
INV-003890,LegitVendor_009,COMP_025,16433.83,18,2958.09,19391.92,3,20,6,0,1,0,53,36136.08,0.4634,0,5.5537,0
INV-003891,LegitVendor_034,COMP_039,65380.42,5,3269.02,68649.44,2,20,8,0,1,0,41,56655.79,0.2117,0,19.9939,0
INV-003892,LegitVendor_023,COMP_031,30833.27,12,3699.99,34533.26,0,20,10,0,1,0,37,53084.37,0.3495,0,8.3311,0
INV-003893,LegitVendor_056,COMP_023,33766.59,12,4051.99,37818.58,0,20,1,0,1,0,39,31046.91,0.2181,0,8.3313,0
INV-003894,LegitVendor_052,COMP_042,69653.76,18,12537.68,82191.44,4,20,6,0,1,0,42,37974.5,1.1644,0,5.5551,0
INV-003895,LegitVendor_070,COMP_008,16318.77,18,2937.38,19256.15,6,20,2,1,1,0,45,46290.96,0.584,0,5.5537,0
INV-003896,SuspiciousVendor_018,COMP_015,150000.0,18,27000.0,68712.35,1,22,3,0,1,1,34,80401.2,0.1454,0,5.5553,1
INV-003897,LegitVendor_020,COMP_044,35556.5,5,1777.82,37334.32,4,20,2,0,1,0,49,42330.14,0.118,0,19.9888,0
INV-003898,SuspiciousVendor_005,COMP_048,23735.26,18,4272.35,28007.61,2,20,12,0,1,0,27,150763.89,0.8142,0,5.5543,1
INV-003899,LegitVendor_050,COMP_036,60843.9,18,10951.9,71795.8,5,20,11,1,1,0,38,48592.02,0.4775,0,5.555,0
INV-003900,LegitVendor_009,COMP_013,16789.22,28,4700.98,21490.2,3,20,4,0,1,0,54,35864.86,0.4008,0,3.5707,0
INV-003901,LegitVendor_031,COMP_004,10529.45,12,1263.53,11792.98,5,20,10,1,1,0,35,53726.56,0.7805,0,8.3267,0
INV-003902,LegitVendor_053,COMP_020,41756.98,12,5010.84,46767.82,0,20,12,0,1,0,45,48807.29,0.0418,0,8.3317,0
INV-003903,LegitVendor_037,COMP_011,4832.35,18,869.82,5702.18,1,20,2,0,1,0,53,48276.94,0.8819,0,5.5492,0
INV-003904,LegitVendor_001,COMP_011,2450.67,18,441.12,2891.79,4,20,11,0,1,0,34,50483.13,0.9427,0,5.543,0
INV-003905,LegitVendor_078,COMP_026,29033.29,12,3483.99,32517.28,2,20,8,0,1,0,43,55930.87,0.4186,0,8.3309,0
INV-003906,SuspiciousVendor_005,COMP_015,150000.0,12,18000.0,168000.0,1,22,10,0,1,1,28,151379.47,0.1098,0,8.3329,1
INV-003907,LegitVendor_039,COMP_008,9134.79,5,456.74,9591.53,0,20,6,0,1,0,40,53684.06,0.8213,0,19.9563,0
INV-003908,SuspiciousVendor_003,COMP_040,250000.0,18,45000.0,5743.11,2,20,7,0,1,1,39,131998.03,0.9565,0,5.5554,1
INV-003909,SuspiciousVendor_011,COMP_024,15757.25,12,1890.87,17648.13,2,20,10,0,1,0,27,149127.57,0.8817,0,8.3289,1
INV-003910,LegitVendor_039,COMP_029,14109.02,28,3950.53,18059.55,6,20,4,1,1,0,41,52815.17,0.658,0,3.5705,0
INV-003911,LegitVendor_079,COMP_030,7099.9,18,1277.98,8377.88,6,20,1,1,1,0,32,27802.89,0.6986,0,5.5512,0
INV-003912,LegitVendor_009,COMP_034,9427.38,18,1696.93,11124.31,3,20,12,0,1,0,55,35415.03,0.6859,0,5.5523,0
INV-003913,LegitVendor_043,COMP_026,24091.59,5,1204.58,25296.17,4,20,5,0,1,0,45,42482.69,0.4045,0,19.9834,0
INV-003914,LegitVendor_006,COMP_023,23137.87,18,4164.82,27302.69,4,20,10,0,1,0,38,39842.43,0.3147,0,5.5542,0
INV-003915,SuspiciousVendor_004,COMP_043,500000.0,12,60000.0,18031.31,0,20,3,0,1,1,24,157803.72,0.8857,0,8.3332,1
INV-003916,LegitVendor_011,COMP_025,44967.25,5,2248.36,47215.61,1,20,12,0,1,0,44,49908.41,0.054,0,19.9911,0
INV-003917,LegitVendor_035,COMP_046,93265.13,5,4663.26,97928.38,4,20,6,0,1,0,49,65711.1,0.4903,0,19.9957,0
INV-003918,LegitVendor_061,COMP_023,5337.81,18,960.81,6298.62,5,20,1,1,1,0,45,40364.01,0.8439,0,5.5498,0
INV-003919,LegitVendor_046,COMP_022,58685.6,18,10563.41,69249.01,3,20,1,0,1,0,40,44652.12,0.5508,0,5.555,0
INV-003920,SuspiciousVendor_011,COMP_028,150000.0,18,27000.0,177000.0,0,20,12,0,1,1,28,150123.02,0.179,0,5.5553,1
INV-003921,LegitVendor_021,COMP_007,66859.5,18,12034.71,78894.21,4,20,6,0,1,0,42,56082.87,0.4067,0,5.5551,0
INV-003922,LegitVendor_014,COMP_025,111957.15,5,5597.86,117555.01,0,20,3,0,1,0,45,57764.19,1.0351,0,19.9964,0
INV-003923,LegitVendor_011,COMP_036,15831.88,28,4432.93,20264.81,0,20,4,0,1,0,45,49249.67,0.5885,0,3.5706,0
INV-003924,LegitVendor_027,COMP_006,14858.32,12,1783.0,16641.32,4,20,1,0,1,0,43,55818.61,0.7019,0,8.3287,0
INV-003925,LegitVendor_038,COMP_010,21141.06,5,1057.05,22198.11,2,20,7,0,1,0,49,48511.01,0.5424,0,19.9811,0
INV-003926,LegitVendor_040,COMP_001,8909.02,12,1069.08,9978.1,1,20,4,0,1,0,30,53490.22,0.8134,0,8.3255,0
INV-003927,LegitVendor_059,COMP_030,76650.59,12,9198.07,85848.66,2,20,12,0,1,0,39,76431.15,0.1232,0,8.3324,0
INV-003928,LegitVendor_026,COMP_041,10177.3,18,1831.91,12009.21,4,20,12,0,1,0,33,57080.18,0.7896,0,5.5525,0
INV-003929,LegitVendor_052,COMP_048,47444.39,18,8539.99,55984.38,3,20,1,0,1,0,43,38393.33,0.4582,0,5.5549,0
INV-003930,LegitVendor_076,COMP_019,64306.03,28,18005.69,82311.72,2,20,3,0,1,0,49,51992.78,0.5831,0,3.5712,0
INV-003931,LegitVendor_078,COMP_007,60153.29,18,10827.59,70980.88,4,20,11,0,1,0,44,56272.92,0.2614,0,5.555,0
INV-003932,LegitVendor_006,COMP_046,52499.52,18,9449.91,61949.43,2,20,8,0,1,0,39,40409.28,0.533,0,5.555,0
INV-003933,LegitVendor_035,COMP_027,14274.68,5,713.73,14988.42,2,20,9,0,1,0,50,64696.65,0.7683,0,19.972,0
INV-003934,LegitVendor_066,COMP_031,13969.41,12,1676.33,15645.73,1,20,6,0,1,0,32,52959.61,0.7046,0,8.3284,0
INV-003935,LegitVendor_038,COMP_009,7466.05,12,895.93,8361.98,4,20,10,0,1,0,50,47708.03,0.8247,0,8.324,0
INV-003936,LegitVendor_024,COMP_009,8761.89,18,1577.14,10339.03,2,20,7,0,1,0,48,68343.23,0.8487,0,5.552,0
INV-003937,SuspiciousVendor_016,COMP_001,150000.0,12,18000.0,168000.0,4,20,4,0,1,1,38,123701.89,0.3581,0,8.3329,1
